Post URL,Time (UTC),Post Content
2023-10-24 08:10:16,https://www.tradingview.com/chart/chart/TSLA/jGBQtMgs-TESLA-INC-TSLA-Intraday-Prediction-October-23rd-2023/," Buy Above - 207     Sell Below - 204     Levels Works Best on 5 Minutes Time Frame     MARKET SECRET    1. Trade What You See & Not What You Assume   2. Follow The Trend Because Trend is Your Only Friend   Our motto is to help each and every individual to reach and achieve their financial goals across the world by empowering individuals with the accurate knowledge and skills necessary to navigate the complexities of the financial markets successfully.    Please NOTE  Levels shared are for intraday trading only.    Disclaimer  All information shared here is for educational purposes only, Please consult your financial advisor for your financial matters before investing And taking any decision. We are not responsible for any profit/loss you make.   Request your support and engagement by like, comment & follow to provide encouragement   CHEERS "
2023-10-24 08:08:26,https://www.tradingview.com/chart/chart/NVDA/rsAhFREQ-NVIDIA-Intraday-Prediction-October-23rd-2023/," Buy Above - 418     Sell Below - 415     Levels Works Best on 5 Minutes Time Frame     MARKET SECRET    1. Trade What You See & Not What You Assume   2. Follow The Trend Because Trend is Your Only Friend   Our motto is to help each and every individual to reach and achieve their financial goals across the world by empowering individuals with the accurate knowledge and skills necessary to navigate the complexities of the financial markets successfully.    Please NOTE  Levels shared are for intraday trading only.    Disclaimer  All information shared here is for educational purposes only, Please consult your financial advisor for your financial matters before investing And taking any decision. We are not responsible for any profit/loss you make.   Request your support and engagement by like, comment & follow to provide encouragement   CHEERS "
2023-10-24 18:53:18,https://www.tradingview.com/chart/chart/COIN/0JJQDE4w-A-variant-of-the-development-of-events/,The 5th wave is looming on fibo. The purpose of the movement in the area of 140$
2023-10-24 18:49:03,https://www.tradingview.com/chart/chart/TSLA/cVbwE3if-TSLA-Short-Could-be-a-sharp-dump/,Short TSLA 216   Stop 229   Target 180   TSLA took a big dump off the butterfly pattern and this recent small rally might be setting up a second leg to that. The rules here would dictate if a second leg is coming it's often in capitulation form.
2023-10-24 15:30:28,https://www.tradingview.com/chart/chart/SPOT/j4oHqnUM-SPOTIFY-Enormous-upside-potential/,"Spotify opened on a huge price jump following the much better than expected EPS and is approaching the July 19th High (182.65). Technically it turned bullish on its 1D outlook (RSI = 65.875, MACD = 1.600, ADX = 16.057) and a new long term uptrend seems secured as yesterday's rebound started after a clear hit and bounce on the HL trendline.   Price wise it looks like the arc pattern of November 2022-January 2023, which after the Resistance break, reached as high as the 2.0 Fibonacci extension. We have every reason to expect a similar long term rise to Fib 2.0 (TP = 235.00).   ## If you like our free content follow our profile to get more daily ideas. ##   ## Comments and likes are greatly appreciated. ##"
2023-10-24 14:11:57,https://www.tradingview.com/chart/chart/M/YKOl3oFS-Macy-s-Bullish-Gartley-Holding-Strong-Above-Support-Zone/,Macy is holding above a Support Zone with MACD Bullish Divergence at a Bullish Gartley PCZ and is now trying to crack above $11.50 if it gets above $11.50 it will probably see $20 relatively quickly.
2023-10-24 13:19:10,https://www.tradingview.com/chart/chart/VZ/GjAO4nqY-VZ-uptrend-after-earnings/,"VZ is one of my larger recession safety plays I have been averaging into around 31.2ish, the > 8% dividend provides a margin of safety. Before the collapse it was accepted that the stock is generally worth around 60$ per share. I plan to hold this to about 50$ however long that takes and collect the strong dividend as an alternative to short-term treasuries."
2023-10-24 18:51:39,https://www.tradingview.com/chart/chart/AAPL/1CbVOP07-AAPL-Break-Might-be-Coming/,"Short AAPL 173   Stop 179   Target 160   AAPL has been setting up for a possible break for a while and we might be heading into it now. Swings breaking 1,61 supports can be especially strong."
2023-10-24 17:10:28,https://www.tradingview.com/chart/chart/GOOG/yLXl1Rjv-GOOG-Sympathy-Move-Ahead-of-Earnings-Today/,"The run down to Monday was a sympathy run. It doesn't mean that   GOOG   is headed for a bad report. Rather, retail investors are selling ETFs or moving money out of stocks into safe havens, or other adjustments to portfolios and 401(k)s. The selling dug into the most recent weak support level.   However,   GOOGL   has not sent out any advisor in recent weeks regarding its earnings report. Any company this size, and as a veteran company of the stock market, would warn if earnings were going to miss the retail-side analyst estimates. So this is a sympathy move merely because the retail-side selling is moving big-name companies down at this time.   If it has a great earnings report,   which the previous runs suggest   , then the HFTs may trigger a gap up at open tomorrow. Alphabet had improvement in its quarterly report last quarter. Yearly revenues have been up for 4 years but earnings are up and down as it invests hugely in AI."
2023-10-24 18:36:48,https://www.tradingview.com/chart/chart/GOOGL/sZj3fdEX-2-scenarios-for-earnings/,"Case 1: We are in wave B of an expanded flat, post earnings pop to 143-144 and then drop to 128 by 11/6   Case 2: Drop from current level (138) to 125-128 before 11/3 expiration   ** The play **   - 2:1 puts to calls Nov 3 135 puts for 2.60 and Nov 3 142 calls for 2.80   - If case 1 plays out, sell the calls to break even and enter Nov 9 138 puts   Not financial advice"
2023-10-23 17:12:51,https://www.tradingview.com/chart/chart/COIN/k9QBjSdm-COIN-Long-to-the-Moon/,Coinbase(COIN) LONG   If BTC SPOT ETF Approved!   This stock will benefit.   Because institutional need to buy BTC from COINBASE PRIME.   AND You know what to do!   technical chart looking GOOD.   #MMRRSL #BearFaceTrader
2023-10-23 15:42:52,https://www.tradingview.com/chart/chart/AMZN/uC1U4gEd-AMZN-NEXT-MOVE/,"AMZN AMAZON is looking forward to reversal towards 132 levels , all condictions is mentioned in the chart ,, trade with care , trade always with confidence"
2023-10-23 19:59:56,https://www.tradingview.com/chart/chart/MSFT/06Ubhj7n-Long-Again/,The price seems to hold within the trading range that lays above the MA. This confirms it as the coming bottom. The idea is also supported by Fibonacci. By its rules we have just retraced the September low and may seek an upward correction now.
2023-10-24 04:27:41,https://www.tradingview.com/chart/chart/WULF/hTTZhEYS-TeraWulf-Inc-Long/,"Crypto on the move breaking key levels.   Here is a stock that might benefit from that and might offer some upward potential along the crypto run. TeraWulf is a bitcoin mining company, but unlike other mining companies. This miner operates with a nuclear power plant. Pretty genius. History has proven that if bitcoin moves, this stock pretty much moves along. Seen from the daily we see a local breakout from the downward channel as the stock has been selling off pretty much, but with bitcoin breaking the 35k level, some potential firework for this stock might be looming and potentially trade back to maybe $3 range in the short term."
2023-10-23 19:20:41,https://www.tradingview.com/chart/chart/TSLA/DBktKI68-TESLA-Hit-the-MA50-1w-after-5-months-Buy/,"Tesla hit on the opening day of the week the MA50 (1w) for the first time since the end of May.   At the same time it hit the MA200 (1w), which makes the current level a strong double level Support for the long term.   Trading Plan:   1. Buy on the current market price.   Targets:   1. 150 (Falling Resistance 1).   Tips:   1. The MACD (1w) indicates that Tesla may be repeating the late 2021 - early 2022 pattern. After that hit the MA50 (1w) it rebounded to its own Falling Resistance. High symmetry exists between the two.   Please like, follow and comment!!   Notes:   Past trading plan:"
2023-10-24 02:49:41,https://www.tradingview.com/chart/chart/SPY/qLqBvg4j-SPY-October-24-2023/,"SPY   October 24, 2023   15 Minutes   We had a red to green day.   Gap down. Made a low 417.81.   The next bar was green. And close near top of bar.   We can catch this move earlier in 3- or 5-minutes time frame.   If we take the fibo 424.77 to 417.81 the second bar closed on top and also above 38.2% levels.   At the same time we had a divergence in Elliott oscillator. For target we can draw a fibo from 420.46 to 417.81. That gave us 424.75 to 426.5.   High was 424.45. It was nearly 1:1 trade. Risky but worth it as it was steep fall last few days.   Now the rise 417.81 to 424.45 retraced to 61.8% around 420.5.   So, if we take the fall 424.45 to 420.25, we can expect a retracement to 422.5 levels.   As of now 412-414 looks more probable than 426-430 levels which is 100 and 200 averages.   As the moving averages are sloping downwards, we can expect a consolidation around 418-420.   So, upside I have 424.5 as target and downside 412-414 a target.   The first 15 minutes should give us a direction, hopefully."
2023-10-24 23:51:53,https://www.tradingview.com/chart/chart/BYND/1nRzuCfk-BYND-16-80-under-valued-ahead-of-its-time/,theres a bigger player with preferred intel   that went heavy ahead of the earnings news   at 1bn cap. this is trading above intrinsic value   at 7.50 a share. price suggest something in STORE in the next 100 days   this company is preparing for the next 3 generation to stay healthy   and transition to a better diet   reminds me of VAPiNG back in 2009 that it took 6 years for momentum and another 3 years to adopt .. this veggie meat stock should ROCKET by 2025 towards 2027   at sub $24 is an opportunity to get volume.. no diff to tha of TESLA before the cult following pumped it above $100.   --   body clock is similar to FACEBOOK .. maybe we can get a name change next year
2023-10-24 14:21:28,https://www.tradingview.com/chart/chart/INPX/8EemZvTq-INPX-1D-60-for-120-Trade-off/,"Nasty move for the microcap INPX. Falling wedge breakdown measured move followed by bounce within fib range back to golden ratio for 120%.   INPIXON   Inpixon engages in the provision of indoor positioning and data analytics services. It operates through the following business segments: Indoor Intelligence, Shoom, and SAVES. The Indoor Intelligence segment includes hardware, software licenses, and professional services. The Shoom segment offers comprehensive digital solutions or cloud-based applications and analytics for the media and publishing industry. The SAVES segment provides a set of data analytics and statistical visualization software solutions for engineers and scientists. The company was founded by Abdus Salam Qureishi in 1972 and is headquartered in Palo Alto, CA."
2023-10-24 09:16:15,https://www.tradingview.com/chart/chart/TSLA/iflJc2Le-TSLA-Q4-23-FORECAST-PSHH-CRASH-WHAT-CRASH/,price has reached our level of resistance the same level it rejected prior   im expecting a double bottom of sorts to drive the impulse higher   i made this call as an update in my prior call but this move looks like its the one so   here i am   like comment subscribe
2023-10-24 16:33:10,https://www.tradingview.com/chart/chart/TSLA/WFgWMiQb-TSLA-will-break-the-trend-short-term/,"Consolidating in a down trend, and respecting fib retracement. Short term BULLISH."
2023-10-24 12:23:13,https://www.tradingview.com/chart/chart/CL/JuL53Xqc-CL-Colgate-Palmolive-Company-Options-Ahead-of-Earnings/,"Analyzing the options chain and the chart patterns of CL Colgate-Palmolive Company prior to the earnings report this week,   I would consider purchasing the 75usd strike price Calls with   an expiration date of 2024-5-17,   for a premium of approximately $3.70.   If these options prove to be profitable prior to the earnings release, I would sell at least half of them.   Looking forward to read your opinion about it."
2023-10-24 05:07:45,https://www.tradingview.com/chart/chart/KO/6iinKKTP-KO-EARNINGS-CHART-SUGAR-DRINKS/,"Potential to see a decent sized exit pump.   I would play it like this.   IF earnings brings us down to like 43, BUY.   IF earnings brings us up to 57-63, SELL.   There are only two really short term trends I could find, they both trend down. The rejection trend is quite strong, I expect this stock, if it tops out, to top out around 71. But it's hard to say at this exact moment. Tomorrow we will know more.   Be aware, there isn't much more room to the upside, but KO is a slow moving stock, so it could be a long way out. Long term projection is still bullish.   There is support at 52-50, and you could see a movement from that number. I'd expect the biggest movement to occur, should earnings take us really negative. I would start to favor the topside."
2023-10-23 18:31:47,https://www.tradingview.com/chart/chart/TSLA/jQPMGXrK-TSLA-Worse-Than-You-Think-GTFO-Triggered/,"For years now TSLA has been leading the NASDAQ. A year ago this came to an end as TSLA started to underperform the NDX. TSLA is now the red-headed stepchild of NDX.   While everyone only sees a big drop today, they do not realize that TSLA/NDX has cracked a major fully formed valid structure. This is far worse for the future of TSLA stock value.   I usually post:   CAUTION   WARNING.   Rarely do I post   GTFO!   With that in mind   GTFO!   There are much better trades out there.   media.tenor.com/W0u3...ink-in-elon-sink.gif"
2023-10-24 18:50:15,https://www.tradingview.com/chart/chart/BTBT/20O7Io1c-BTBT-Major-Buy-Signal/,"Bitcoin is entering a bull market and   BTBT   has entered into a contract to supply GPU power for AI development.  Revenue from the AI contract could be up to $250M, which is more than the current market cap of the entire company.  Holdings of BTC will benefit from bull run, and mining revenues will multiply.   Going back to $3.00."
2023-10-24 18:36:56,https://www.tradingview.com/chart/chart/BIDU/fALVy6J4-A-good-opportunity/,"According to the butterfly pattern, we have come to a very good level. The goal of the movement is to update local maxima."
2023-10-24 14:27:25,https://www.tradingview.com/chart/chart/SPY/LomdHxQR-The-SPY-will-continue-to-go-lower-at-least-until-December/,"Looking at my previous posts, I was predicting the SPY to go lower. But this chart shows what I think will be the shorter term moves in this downward trend.   The SPY started in a channel around August and will continue until at least December. After that I suspect in will move up in the new year, but we will have to wait and see.   I have a previous chart where I predicted the SPY going all the way down to 279 whereas this chart predicts the SPY going to around 397.  My short term theories and not matching with my long term theories right now so I still have to do some more calculations."
2023-10-24 13:41:51,https://www.tradingview.com/chart/chart/MMM/f0eFwdM7-MMM-Parallel-Downtrend-Break/,"MMM   Bearish to Bullish Reversal, In a notable development for 3M Company (   MMM   ), the stock appears to have broken its parallel downtrend, a pattern that has been influencing its price movement for an extended period. A parallel downtrend consists of two downward sloping trend lines that chart the lower highs and lower lows of an asset over time. This break could signify a potential shift in investor sentiment and may be indicative of a forthcoming bullish cycle.   The break from a downtrend is often considered a bullish signal in technical analysis and could be followed by an upward momentum. However, traders should exercise caution and look for confirmation through other technical indicators such as volume, moving averages, or Relative Strength Index (RSI) to validate the trend reversal. High trading volumes accompanying the break could bolster the case for a sustained upward trajectory."
2023-10-24 13:45:06,https://www.tradingview.com/chart/chart/LQD/bvNlN8lo-LQD-Double-bottom-Weekly-Chart/,LQD   The weeks not over yet but we do like LQD with a double bottom looking for a weekly close of the previous weeks high.
2023-10-24 09:05:15,https://www.tradingview.com/chart/chart/TLT/DehMB6Un-TLT-Trading-The-Correction/,In this update we review the recent price action in the TLT Bond ETF and identify the next high probability trading opportunities and price objectives to target   PAST PERFORMANCE NOT INDICATIVE OF FUTURE RESULTS
2023-10-24 00:27:17,https://www.tradingview.com/chart/chart/TSLA/lzild1Of-TSLA/,Came to the area of possible completion of the correction. There is a price reaction.   tp1 350   tp2 410
2023-10-23 09:36:20,https://www.tradingview.com/chart/chart/COIN/mJmuPnEp-COINBASE-Final-dip-before-bullish-break-out/,"Coinbase Global (COIN) is failing on successive attempts to stay above the 1D MA50 (blue trend-line) and that is technically establishing it as the medium-term Resistance. The long-term one is the 1W MA100 (red trend-line), which has never been broken. Based on the MACD sequence, we have potentially one more dip to make on the Higher Lows trend-line, simiarl to May 04 and June 06, before first to test the 1W MA50 and then Resistance 1 (116.50), which is intact since August 04 2022. Our first target is 80.00 (1W MA100 projected path) and second is 115.00 (just below Resistance 1).   -------------------------------------------------------------------------------   ** Please LIKE , FOLLOW , SHARE  and COMMENT  if you enjoy this idea! Also share your ideas and charts in the comments section below! This is best way to keep it relevant, support us, keep the content here free and allow the idea to reach as many people as possible. **   -------------------------------------------------------------------------------           "
2023-10-23 16:10:31,https://www.tradingview.com/chart/chart/AMC/UpzcIxnP-Would-you-look-at-that/,"Well, well, well...   Would you look at that.   Just look at it.   Have we seen this pattern before?   Our old friend, Mr. Dragon, has returned and... What's this!?   The big guy is carrying a smole bebe dragon. How cute. So maybe it's a Mrs. Dragon??   This type of dragon bottom can be v powerful with these meme stocks, definitely something worth watching.   AMC   has been obliterated since the stock split, but it's smelling like reversal time and the previews have already started rolling.   AMC has been a big pumper in the past, so we could see a nice squeeze to the upside.   It's not weird to see these dragon bottoms run all the way up to the extreme 4.286 fib extension, especially with meme stocks.   Look how the 4.286 is lining up with the 200 MA (thin, squiggly, blue line). And don't forget to mind the gap up there (gold circle). It should get filled in time.   And if you think I'm crazy, CGC did something similar just a few weeks ago.   *Mwah*. Beautiful.   Still waiting on some big, green boi energy to give more confidence to the idea, but one could buy now, set a SL below the dragon legs, and let it ride.   Grab your popcorn and enjoy the show. :)"
2023-10-23 23:18:20,https://www.tradingview.com/chart/chart/QQQ/6XPQ4BSL-Rally-may-come/,"Looks like a rally is coming, but I'm very careful this time. It could be a retest of the broken trendline and then the price pulls back hard at the end of the week. I think we are at a consolidation phase, we will see ups and downs for a few days or weeks like it did before (yellow markups). I'm currently trading with short term options taking advantage of the ping pong movement until I see a clear direction."
2023-10-24 15:06:58,https://www.tradingview.com/chart/chart/TSLA/ktgZiGlu-Tesla-Just-Had-Its-Worst-4Mo-Red-Combo-Nightmare-or-a-Chance/,"Tesla's stock just had its worst week of 2023, plunging 16% on Elon Musk's earnings-call nightmare.   Tesla   TSLA   shares plunged 16% over the five-day stretch ending October 20, as disappointing third-quarter earnings and a disastrous call led by CEO Elon Musk sparked a sell-off.   The nightmarish week wiped nearly $130 million off the EV maker's total market capitalization. while Musk's own personal fortune declined by around $30 billion, according to the   Bloomberg Billionaires Index   .   The stock is still up appr. 80% year-to-date, but has given up some of its gains over the past few months with the early-2023 hype around AI fading and investors starting to fret about the impact of higher interest rates.   Last Wednesday, on Oct 18, 2023 Tesla reported quarterly earnings that fell well short of Wall Street's expectations. The company posted adjusted earnings-per-share of $0.66, missing the consensus estimate of $0.74, and also underperformed analysts' revenue forecasts.   Musk then said in a post-earnings call that Tesla had likely ""dug  own grave with the Cybertruck"" due to enormous production challenges, and warned of several economic headwinds that could drag on demand.   Tesla just had its worst 4-months Red Combo since June 2023, while Tesla stocks price fading after that within four months in a row, from July till October (in this time).   Sure we can call this performance like a ""mini-disaster"", but still it's too early to say that world's richest man became a ""little baby"" who is ""fully in tears"".   Meanwhile strong and powerful technical analysis says that the carmaker's hellish string isn't a bad one, while buyout things right here to come.   Tesla stocks were doing well in June 2023, where bearish hugs and weekly SMA (52) were broken, so I have to say, there is almost no hellish right here, just a technical confirmation of reversal that has happened several months ago in 2023.   Tech graph below is a long-term view, with further updates on monthly/ quarterly basis."
2023-10-23 19:41:31,https://www.tradingview.com/chart/chart/RSP/ctHzbhbl-SPX-Balance-of-Power/,"Not all is equal. And nothing is static.   Entropy is the foundation of our world, and it is the bane of a rich man's existence.   You collect in one spot, then nature comes up and spreads your work around.   Entropy is the unbeatable power of justice. In the end entropy always wins.   One has limited amount of time to temporary evade it.   Panta Rhei - Heraclitus   Everything flows. Money just like water, tends to move around. It is what it is meant to do.   Rich men need poor ones to collect from. In the end, there is nothing else to collect from the poorer ones. But the cycle must continue. No rich man could ever possibly give out wealth for free. Instead, they let nature do its trick and rebalance things.   I will now try to make a rough model of the changes in markets. Divide markets in distinct periods so as to have a better understanding on the progress of a bull market.   Energy Conservation   Money and entropy tend to spread out. When the stock market was ""invented"", few had the stocks and many had the money. Trading is a way to manipulate entropy to our advantage. We let nature spread what we don't need, and as a repayment we accumulate what we need. The stock market is like a   free energy machine   .   The invention of the stock market resulted in a massive wealth transfer, and ended with a painful crash; The Great Depression. The peak of the Roaring '20s was the peak of wealth accumulation from the few.   In the post-Great-Depression economy, money spread out again. From the few to the many.   In these decades, DJI (the big 30) stagnated while SPX (the 500) progressively got stronger.   But the big-30 had an ace up their sleve.   In trading the game must always go on. There is always a way to get richer.   And so, commodities became the new place for wealth to accumulate to.   From all of the above we have come to realize that bubble tops come when the few have accumulated the maximum possible from the many. DJI/SPX measures oligarchy, while the inverse SPX/DJI measures democracy in the spread of wealth in stocks.   Many bubbles and many crashes have followed after the Great Depression. The .com bubble crash and the GFC are memorable to young and old alike. And they all exhibit the same base structure. It is all the same, with one crucial difference.   The 2020 economy is vastly different from the 1920 economy.   The role of SPX and DJI has changed in the last few decades. DJI used to represent the companies that shaped bubbles and SPX the ones that followed. Now NDX and SPX are the indices that represent fast growth while DJI has taken the role of the ""index of stability"".   The modern balance-of-power measure is the following:   SPX-equal-weight divided by SPX-market-cap.   www.tradingview.com/...ven-off-at-the-pass/   Since I couldn't find an SPX-equal-weight index in TradingView, I have constructed a similar chart using two ETFs, RSP and IVV. The RSP/IVV chart is a good analogue to the standard chart.   And so, where do we conclude?   After much analysis we can say the following in retrospect.   The 2008 bubble was quick but with big repercussions.   Money democracy shows signs of impeding financial weakness.   And as for the post-2009 Bull Market...   We realize that it progressively turns into a bubble. While there is no definitive way to ""normalize"" SPX, SPX/M2SL proves a good candidate for absolute SPX cost.   Yield rates tell many tales.   Usually yield rates increase as the wide economy needs them. Strong economies need a lot of money and they can withstand high yield rates. And contrary to popular belief, yield rates are   positively   correlated with yield rates. Now however, the wide economy refuses to absorb such high yield rates. High production cost and high rates can destabilize the economy.   Money Democracy is Positively Correlated to Yield Rates.   Now we witness the wide economy refuse to absorb these yields.   This has resulted in unprecedented wealth accumulation from the few.   Speculation Chart:   While this type of analysis is subjective, it is interesting to see patterns repeat.   Composite Chart:   An experimental chart attempts to calculate the scale of the derivative bubble we are in.   We realize that equity prices are now lying. They are simply too inflated and riddled with derivatives to believe in.   All of that was quite complex to follow through, and even harder to make a conclusion.   In the end, the simplest analysis might be the best.   A massive bearish upward channel has formed. Now price has rejected once again off the ceiling. The real recession may have not even started yet...   Tread lightly, for this is hallowed ground.   -Father Grigori   Bonus Charts:   Have we reached a golden ceiling?"
2023-10-23 17:34:16,https://www.tradingview.com/chart/chart/MSFT/3an2zjGD-consolidation-faze-for-Microsoft/,"MSFT recently broke bullish trend support and entered consolidation faze  now its time to wait and react instead of pulling trigger too early    break below 310.88 and downside to 287-246 is likely    break past 341.44 and push to resistance zone/new all time highs is likely     last chart from me today, boost and follow for more! see you soon "
2023-10-24 20:57:34,https://www.tradingview.com/chart/chart/GE/LnnA5AXn-GE-General-Electric-Company-Options-Ahead-of-Earnings/,"If you haven`t bought GE ahead of the previous earnings:   Then analyzing the options chain and the chart patterns of GE General Electric prior to the earnings report this week,   I would consider purchasing the 105usd strike price in the money Calls with   an expiration date of 2023-11-17,   for a premium of approximately $5.20.   If these options prove to be profitable prior to the earnings release, I would sell at least half of them.   Looking forward to read your opinion about it."
2023-10-25 02:57:39,https://www.tradingview.com/chart/chart/NVDA/jk8MawrM-NVIDIA-Intraday-Prediction-October-24th-2023/," Buy Above - 431     Sell Below - 428     Levels Works Best on 5 Minutes Time Frame     MARKET SECRET    1. Trade What You See & Not What You Assume   2. Follow The Trend Because Trend is Your Only Friend   Our motto is to help each and every individual to reach and achieve their financial goals across the world by empowering individuals with the accurate knowledge and skills necessary to navigate the complexities of the financial markets successfully.    Please NOTE  Levels shared are for intraday trading only.    Disclaimer  All information shared here is for educational purposes only, Please consult your financial advisor for your financial matters before investing And taking any decision. We are not responsible for any profit/loss you make.   Request your support and engagement by like, comment & follow to provide encouragement   CHEERS "
2023-10-24 17:47:57,https://www.tradingview.com/chart/chart/AMD/e6jlj4yd-AMD-Free-Money-415-on-17-Nov/,Buy Alert AMD With Deep ITM Covered Call   Buy 100 Share at $ 100.10 and Sell Covered Call for $ 96 for for 17 Nov for $ 8.25 and collect $ 825   Analysis   Our pivot point is at 110.6.   Our preference   Under pressure below 110.6.   Alternative scenario   The upside breakout of 110.6 would call for 116.9 and 120.7.   Downside Bottom at $ 90.90 if stock drop to thsi price then we will close the covered call Hold share and buy same call for 15 March for Upside run   Keep printing $$$$$$$$$$
2023-10-24 17:08:14,https://www.tradingview.com/chart/chart/MSFT/LgzJmkcP-MSFT-range-and-market-structure/,MSFT long term range on daily chart. Lower highs and a recent lower low. RSI rejected from bullish control zone twice. Earnings soon.
2023-10-23 11:25:49,https://www.tradingview.com/chart/chart/NFLX/idUGRp7w-NFLX-retesting-broken-trend-M-MA50/,"Typical pattern, longer trend broken, NFLX dropped 80% from its peak and now full retest to the trend. (M)MA50 is important MA, so far market retested broken trend and dropped below (M)MA50 which is 412$. Looks like ""dead-cat"" bounce."
2023-10-24 12:56:37,https://www.tradingview.com/chart/chart/XOM/JtpXxSaa-XOM-Exxon-Mobil-Corporation-Options-Ahead-of-Earnings/,"If you haven`t bought XOM when they made ""more money than God"" here:   or ahead of the previous earnings:   Then analyzing the options chain and the chart patterns of XOM Exxon Mobil Corporation prior to the earnings report this week,   I would consider purchasing the 110usd strike price Calls with   an expiration date of 2023-10-27,   for a premium of approximately $1.43.   If these options prove to be profitable prior to the earnings release, I would sell at least half of them.   Looking forward to read your opinion about it."
2023-10-24 08:12:44,https://www.tradingview.com/chart/chart/UEC/pXv0Y1ES-UEC-In-Richtung-Norden/,"Aktuell sollten wir uns in Welle 5 der Welle 1 der bergeordneten Welle (3) befinden.   Der weitere Plan sieht vor, dass wir dann in eine Konsolidierung bergehen, hier bietet sich das Hoch der Welle 1 bei CAD 6,56 an. Im Wochenchart ist der MACD auch schon ziemlich auf Anschlag. bergeordnet sollte sich UEC aber in Richtung des 161,80er  befinden, welches bei rd. CAD 11,50 liegt."
2023-10-24 19:45:38,https://www.tradingview.com/chart/chart/FUBO/oPmwY5jk-FUBO-Relentless-at-2-5/,"FUBO has seen some consolidation around the key 2.5 area, we'll see if the Russell 2000 will give us enough room to make it to the upside. Yields also coming back down and if that continues we should see FUBO higher...good luck traders!"
2023-10-24 13:33:30,https://www.tradingview.com/chart/chart/SOFI/NPvwoOAn-Sofi-expansion-in-volatility/,"Sofi is still one of my larger bets for small caps long-term. We are seeing a clear expansion of volatility within this wedge. If small caps reverse likely and upside break. We are at the exact point of a large sell order from May today with an area of a lot of support. I would bet we hold, but I do no not currently have open trades on the stock, just my long-term spot."
2023-10-24 13:26:26,https://www.tradingview.com/chart/chart/SPY/iZdbgw0S-Next-long-entry-SPY-428-tgt-444/,"Today is a swing high in the indexes. It's possible to short, of course, to the target low assuming we get there. Big news events make it a bit sketchy, but we've run a long way, baby.   I was pumped I had the exact hod on /ES.   The energy is primarily long, so just buy dips and watch my/your bigger targets, especially $444-445 in the next 10 (?) days. A month for higher targets.   There is a big date (11/12) I believe is about buying fyi, but I'm never sure till I see direction into the date. Even then it can be really hard if it's choppy, but something to be aware of."
2023-10-24 11:47:33,https://www.tradingview.com/chart/chart/VZ/sRHI5OHH-Verizon-a-recovery-buy/,"VZ   Verizon Communications Inc. has recently released an impressive earnings report, surpassing expectations across the board and increasing their Free Cash Flow (FCF) guidance by a substantial $1 billion compared to their previous guidance. This announcement has injected new life into the stock, and it's evident in the pre-market trading where VZ has surged by almost 4%.   The current outlook for VZ is highly favorable, and here's why: A bullish divergence is emerging on both the Relative Strength Index (RSI) and the Moving Average Convergence Divergence (MACD) indicators, particularly on the weekly timeframe. This divergence suggests that the stock is poised for a recovery, possibly leading to a profitable swing trade opportunity for investors.   Furthermore, VZ presents an additional allure for long-term investors. With a generous dividend yield of over 8%, this stock becomes a compelling choice for those seeking a stable, income-generating investment.   In summary, the combination of robust earnings, a notable increase in FCF guidance, and the promising technical indicators on the chart indicate a strong potential for VZ to recover from recent losses. Whether you're looking for a shorter-term swing trade or a long-term income play, Verizon is shaping up as an attractive option in the current market landscape"
2023-10-24 23:58:14,https://www.tradingview.com/chart/chart/TSLA/1wMcgWHu-TESLA/,"i am flipping to bullish  perspective if we develop the 5th wave.   My macro SNP 500 is gravely bearish chart . And my bias was that it will pull Tesla down with it.   However, Tesla dropped in what it seems  3 wave move, and now if we make small impulse here, it will change my opinion about shorting the TSLA stocks."
2023-10-24 21:08:01,https://www.tradingview.com/chart/chart/MSFT/X2nk3Mjn-Why-Microsoft/,"Reasons why I am buying Microsoft:   Fundamentals   :   Three quarters of growth in earnings and sales y/y.  Three year earnings per share growth is 22%.  The outlook and forward guidance for 2024 and 2025 are positive.   Technicals   :   wicked daddy pbs   TK cross flip Flop   1st pullback of new trend   Morning Star+Engulfing candle   38% Fib   large cup w/ handle pattern   uV1 volume   May add a little bit more October 25th, 2023 (tomorrow)."
2023-10-24 18:35:26,https://www.tradingview.com/chart/chart/TXN/dF5RDY69-Intuition-stock-TXN/,"These intuition hits have been $, so I'm not gonna fight it.   I asked on Sunday & was delivered this one with the numbers $149 first (which was close to the Friday closing price). I do NOT look at a chart first as I aim to be completely neutral, and this stock isn't even on my watchlist, so I didn't know where it was trading.   Anyway, the following numbers were 163 and later 171 chimed in.   It just so happens earnings are tonight. I don't try to predict earnings anymore, but dowsing suggested a low to $140 and I'd assume buy it. Dowsing also gave a price of $161 today and Sunday gave $167. Suggestion it's ""bottoming out"" and will hit the targets, as they usually do.   Let's hope cuz now I am getting more confident with these!"
2023-10-24 18:16:46,https://www.tradingview.com/chart/chart/TSLA/yyUUKxw6-Short-TSLA-to-256/,"My dowsing says TSLA should experience a ""scene of the news"" kind of action from around $280. It almost reached 279 this morning and is pulling back, so maybe that's the end.   I had this would look like a ""look above and fail"" and expect multiple days of selling.   The market may tank very soon, so that could help.   The target given was from my dowsing, $256, and it told me to get a date, so the date is 10/10.   And Yesterday was a date for TSLA given to me back on the 5th. Dates are often reversals."
