Time (UTC),Post URL,Post Content
2023-10-25 00:59:36,https://www.tradingview.com/chart/chart/TZA/ET1wK8XS-TZA-LONG-22-55/,Look at the daily stoch   look at weekly stoch   looking good   may take some off monday hit target 25   I believe she is going lot higher in time 30   Nice lower highs
2023-10-25 00:57:35,https://www.tradingview.com/chart/chart/AU/RABazgUF-Long-AU-15-05-I-am-early/,Look daily stoch heading up   sitting on support and watch the dollar pull back   Gold gonna soar in time
2023-10-25 00:56:54,https://www.tradingview.com/chart/chart/SPY/XGgpW7Ng-Long-TLT-86-03/,TLT gonna take off look u have weekly daily stoch on bottom looking good with vol   target 100
2023-10-24 19:17:33,https://www.tradingview.com/chart/chart/SABR/895QCTkM-If-this-thing-breaks-out/,"2 weeks chart. The resistance at 4.5 was broken with tons of volume, no is testing the support. Risk and reward is good in this trade and it can break up very quick. I already have a long position, I may add next week depends on price action in the daily timeframe. Take in consideration that this is a 2 weeks chart so plan accordingly."
2023-10-24 02:30:02,https://www.tradingview.com/chart/chart/TLT/Ekrwn8Nj-20-year-treasury-bond-TLT-Collopse/,"This Trade setup is called a 333 trade because it has 3 legs down and the 3rd leg has 3 bars down on these 3 month charts.  I'm expecting a large final bar down over the next few days/weeks.  It may end on 3 days of drop like it did on Black Monday, where the 3rd day had a 20% drop or it may last for a week or two."
2023-10-23 19:04:12,https://www.tradingview.com/chart/chart/AAPL/7HFJaDBT-AAPL-WXY-or-ABC-Determine-the-direction-of-mkts-next-week/,"ABC simple Ziggy or complex WXY with 2 ABCs with in W & Y ?   We have one of the most beautiful Divers, RSI, happening right now on AAPL !!!   Will it play out for the Bulls ?!"
2023-10-24 12:42:33,https://www.tradingview.com/chart/chart/ABBV/hRtwpTRe-ABBV-AbbVie-Options-Ahead-of-Earnings/,"If you haven`t bought the dip on ABBV here:   Then analyzing the options chain and the chart patterns of ABBV AbbVie prior to the earnings report this week,   I would consider purchasing the 147usd strike price Calls with   an expiration date of 2023-11-17,   for a premium of approximately $3.30.   If these options prove to be profitable prior to the earnings release, I would sell at least half of them.   Looking forward to read your opinion about it."
2023-10-24 12:19:30,https://www.tradingview.com/chart/chart/ESMT/6AUfqED9-Big-acquisition-News-Is-Sending-EngageSmart-Stock-Higher/,"EngageSmart (ESMT 11.88%) is seeing big gains in Todays trading. The software specialist's share price was up 12% few hours. According to data from S&P Global Market Intelligence.   EngageSmart published a press release before the market opened this morning that it was on track to be acquired by Vista Equity and bought out for approximately $4 billion, working out to a price of $23 per share.   EngageSmart is poised to be bought in an all-cash deal Vista Equity's buyout price of $23 per share for EngageSmart represented a 14% premium compared to the software-as-a-service (SaaS) specialist's valuation at Friday's market close. The all-cash deal is expected to close in next year's first quarter. Based on EngageSmart's current share price, investors who bought the stock right now would see a gain of approximately 1.6% upon the buyout's completion.   Is now the time to buy EngageSmart stock? The chances of any antitrust issues blocking the acquisition are seemingly nonexistent. While it's very likely that Vista Equity will complete its buyout, now is not the time to buy EngageSmart stock. If you already own the stock, now could be a good time to take profits.   At its current price, EngageSmart offers minimal upside. On the other hand, the stock could see substantial sell-offs in the unlikely event that the buyout were to be called off or delayed.   The deal will almost certainly be completed, but investors can probably put their money to better use. Low-risk bonds and some savings accounts can provide similar or better rates of return with far lower downside risk. So even investors who are looking for small, short-term gains have better options at their disposal right now."
2023-10-24 01:35:19,https://www.tradingview.com/chart/chart/ARM/pTrjtVtW-Patent-Expirations-And-Competition-May-Limit-ARM-s-Market-Share/,"Key points   1. ARM is a leader with a saturated number of customers limiting future growth.   Its in a highly competitive landscape and needs to innovate beyond patent expirations in the 2030s.   2. As a controlled entity of SoftBank, I expect the board to push for buybacks in a bid to maximize returns.   3. I expect SoftBank to slowly unload its stake, while ARM buys back their stock - this may initially sustain the price.   Prospects Are Still Solid After IPO   ARM designs and licenses processors to manufacturers, it is the engineering company behind the worlds CPUs.   About 70% of the worlds population uses Arm-based products. More than 30 billion ARM-based chips (smartphones, small electronics, data centers, networking equipment) were shipped in FY '23, representing an approximately 70% increase since 2016.   Most of ARMs IP sales are in the United States, however a good combined portion are in East Asia, including China (PRC), Taiwan and South Korea.   The business model of the company is to design ARM-chips and license them out to manufacturers. It sells the intellectual property behind chips, but doesnt produce the hardware. This is an engineering-first company, with approximately 80% of global employees focused on research, design, and innovation. The company reaches scale with the ability to license out each CPU product to multiple companies.   ARM is a high performing company, with a gross margin of 80% and operating margins of 25%. The company made $2.7 billion in revenues in 2022 that stagnated in the IPO year.   Despite stagnating in its IPO year, its future prospects from here are still solid as demand for their IP continue to grow. But I dont believe itll grow revenues as fast as analysts are expecting (14% per year).   ARMs Market Share May Suffer As Patents Expire   Arm has an addressable market of $202.5 billion, and expects it to grow at a 6.8% annual rate to $246.6 billion by the end of 2025. The company estimates the aggregate value of chips containing Arm technology to be approx. $98.9 billion in 2022, representing 48.9% market share.   This market share is large even for a market leader. Competitors and expiring patents can become significant forces driving down the market share for ARM in the future. Notably most of the key ARM patents are expected to expire in the 2030s:   The expiration of these patents can open the door for more companies to design and manufacture ARM-based chips.   Limited New Customer Growth, But Opportunities in Smart Devices   More than 260 companies reported that they had shipped Arm-based chips in 2023, including:   Mobile computing: Apple, Guangdong OPPO, Samsung, Vivo Mobile, Xiaomi.   Cloud computing: AWS and Alibaba   Industrial IoT: Cruise and Mercedes-Benz, Raspberry Pi, Schneider Electric, and Siemens.   ARM also entered into a long-term agreement with Apple that extends beyond 2040 allowing the company to use Arm architecture for their CPUs.   The customer base for ARM is well established, and the company is at a phase where it will have a harder time acquiring new customers, rather it will have to rely on industry growth and innovation in order to increase revenue.   One of the highest-potential growth avenues for ARM is the smart devices vertical. ARMs CPU architecture fits well in small devices, giving it an advantage over peers with larger CPUs. As compute power increases, it will become more practical for consumers to rely on mobile devices and wearables instead of larger devices for everyday needs, this has the potential to widen the TAM.   Another growth avenue for the company is the market adoption of electronically rich vehicles and EVs as well as the capitalizing on government programs subsidizing EVs. Vehicles have an increasing number of processing demands both in central systems, and IoT linked sensors.   Selling Pressure From SoftBank May Limit Price Appreciation   ARM is a controlled entity owned by SoftBank Group with approximately 90.6% of their outstanding ordinary shares following the completion ARMs IPO.   Arms Top Shareholders   ARMs IPO is pushed by SoftBank who is looking to cash-in on their investment or escape with minimal losses. One scenario is to expect a continuous selling from SoftBank, which means that there may be selling pressure for some time keeping price appreciation moderate until the stock flips to a diversified investor base."
2023-10-24 01:25:46,https://www.tradingview.com/chart/chart/ABNB/DE1aDOro-Airbnb-NASDAQ-ABNB-Worth-Watching/,"For beginners, it can seem like a good idea (and an exciting prospect) to buy a company that tells a good story to investors, even if it currently lacks a track record of revenue and profit. Sometimes these stories can cloud the minds of investors, leading them to invest with their emotions rather than on the merit of good company fundamentals. Loss-making companies are always racing against time to reach financial sustainability, so investors in these companies may be taking on more risk than they should.   Despite being in the age of tech-stock blue-sky investing, many investors still adopt a more traditional strategy; buying shares in profitable companies like Airbnb (NASDAQ:ABNB). While profit isn't the sole metric that should be considered when investing, it's worth recognising businesses that can consistently produce it.   Airbnb's Improving Profits   In the last three years Airbnb's earnings per share took off; so much so that it's a bit disingenuous to use these figures to try and deduce long term estimates. Thus, it makes sense to focus on more recent growth rates, instead. Impressively, Airbnb's EPS catapulted from US$1.98 to US$3.60, over the last year. It's a rarity to see 82% year-on-year growth like that.   Top-line growth is a great indicator that growth is sustainable, and combined with a high earnings before interest and taxation (EBIT) margin, it's a great way for a company to maintain a competitive advantage in the market. The music to the ears of Airbnb shareholders is that EBIT margins have grown from 19% to 22% in the last 12 months and revenues are on an upwards trend as well. Both of which are great metrics to check off for potential growth.   Are Airbnb Insiders Aligned With All Shareholders?   We would not expect to see insiders owning a large percentage of a US$80b company like Airbnb. But thanks to their investment in the company, it's pleasing to see that there are still incentives to align their actions with the shareholders. We note that their impressive stake in the company is worth US$23b. Coming in at 29% of the business, that holding gives insiders a lot of influence, and plenty of reason to generate value for shareholders. Looking very optimistic for investors.   While it's always good to see some strong conviction in the company from insiders through heavy investment, it's also important for shareholders to ask if management compensation policies are reasonable. A brief analysis of the CEO compensation suggests they are. The median total compensation for CEOs of companies similar in size to Airbnb, with market caps over US$8.0b, is around US$12m.   The Airbnb CEO received total compensation of just US$311k in the year to December 2022. That looks like a modest pay packet, and may hint at a certain respect for the interests of shareholders. CEO remuneration levels are not the most important metric for investors, but when the pay is modest, that does support enhanced alignment between the CEO and the ordinary shareholders. Generally, arguments can be made that reasonable pay levels attest to good decision-making.   Is Airbnb Worth Keeping An Eye On?   Airbnb's earnings per share growth have been climbing higher at an appreciable rate. The cherry on top is that insiders own a bucket-load of shares, and the CEO pay seems really quite reasonable. The drastic earnings growth indicates the business is going from strength to strength. Hopefully a trend that continues well into the future. Big growth can make big winners, so the writing on the wall tells us that Airbnb is worth considering carefully. Now, you could try to make up your mind on Airbnb by focusing on just these factors, or you could also consider how its price-to-earnings ratio compares to other companies in its industry."
2023-10-24 00:32:02,https://www.tradingview.com/chart/chart/V/l8LPdRxA-VISA-Poised-For-Greatness/,"Visa processes more than $11.6 trillion in gross dollar volume (GDV), made up primarily of digital payments with the remainder being things like ATM withdrawals, B2B transactions, etc. Alongside Mastercard, which is en-route to process $9.2 trillion, this makes Visa one of the two largest payment processors in the world. The company evidently has a wide moat that is targeted by competitors and regulators.   While many competitors such as Block (SQ) and Paypal (PYPL) seek to penetrate the high-margin space, Visa is well-positioned to benefit from the continued growth of digital payments and serve as a foundation for digital transactions with a wide moat that can be difficult to substitute.   Digital payments, a core part of Visas transaction value, are estimated (2) to reach a $9.5 trillion GDV in 2023, and grow to $12 trillion in 2025.   The Credit Card Competition Act May Be A Major Negative Catalyst   Acknowledging that the passing of this act is not a given, investors may see a large portion of the profits of payment processors like Visa wiped out should this law pass. In its current proposition, the legislation would enable merchants to choose an alternative payment processor (one that isnt Visa or Mastercard) to execute payments for their customers.   Merchants instead of customers are the ones covering payment processing fees, so they have a large incentive to route payments to the cheapest competitor. Inevitably, Visa will be forced to lower their payment fees to compete with these cheaper alternatives, thereby compromising a key income stream.   Large companies like Walmart and Amazon will especially benefit from this change as they stand to reduce the fees paid to processors like Visa and Mastercard.   I estimate that this bill or a compromised version of it will pass, and erode Visas oligopolistic moat, and therefore their margins and net profits.   Visa Will Only Capture 30% of Serviceable Addressable Market   In 2021, the US value of non-cash payments was estimated to be over $128.51 trillion   I estimate a Total Addressable Market (TAM) of $100 trillion to $150 trillion, based off data from the US plus the rest of the world.   But I think that a more realistic Serviceable Addressable Market (SAM - What Visas share of the TAM could be) for Visa is between $50 trillion and $75 trillion.   Alternative data estimates indicate that the global SAM for card networks will grow to $60 trillion in 2027. Of the SAM midpoint of $62.5 trillion by 2028, I estimate that Visa manages to capture 30% resulting in a GDV of $18.75 trillion.   Visa had a take rate of about 0.2247% for the last 9 months, up 9.4% YoY from 0.2054%. Assuming Visa captures my estimated GDV of $18.75 trillion, the revenue in 2028 comes up to $42.2 billion (5.8% CAGR revenue growth)   As most of the developed world already prefers cards, Visa will find it more difficult to open up international markets, so I expect the company to reach this high-point.   The International Segment Is A Primary Revenue & Growth Driver   Much of Visas growth comes from international markets, and there are two key verticals to watch for the company: e-commerce and B2B cross-border payments which is very pivotal VISA.   E-commerce is growing rapidly, and Visa is the leading payment processor for online transactions, making it well-positioned to capture this growing market.   Visa is also expanding into business-to-business (B2B) payments and cross-border payments. These markets have a lot of potential, and Visa is investing heavily to capitalize on these opportunities."
2023-10-23 19:02:35,https://www.tradingview.com/chart/chart/FSLR/FKkZrOPZ-I-am-giving-a-MAJOR-BUY-wave-4-low-is-in-place/,We have ended what seem to be a major long term LOW in the TAN the solar etf and the main body of this etf FSLR  I would now feel  we have and are about to advance to a new record high
2023-10-24 08:28:09,https://www.tradingview.com/chart/chart/MU/Cdw0WlPt-MU-ascending-triangle/,"Simple analysis:   If the ascending triangle is broken, with everything being normal, the price could reach the target."
2023-10-23 23:46:09,https://www.tradingview.com/chart/chart/USO/jYaBuVgI-Oil-Leading-Dollar-Lower-Watch-Oil/,"Rising yields have lead to a massive sell-off in OIL markets foreshadowing: tighter economic conditions, cheaper energy prices and lower inflation prints - ultimately resulting in a weaker dollar / stronger euro in the short term. Globally inflation took off mainly as a result of covid stimulus exacerbated by Russias invasion of Ukraine. Even though the war is far from over the supply chain kinks / export bans caused from it are mainly resolved. Lower natural gas prices result in cheaper fertilizer and food. Cheaper oil reduces manufacturing and transportation costs. Higher yields and higher energy prices are a cure for themselves.   If a Dollar pullback / Euro rally is expected, a rally in risk assets will ensue. Lower inflation leads to greater speculation of a soft landing ultimately resulting in softer economic conditions - beneficial for risk assets. I believe Oil has shown the markets hand and is notifying us of weakness in yields/dollar. Gold may look to breakout of its 3 year range between $1600-$2000.  A return to pre-war levels for the dollar will give Gold and risk assets a boost. On a longer time period, I remain bearish EURO / bullish Dollar in the long term as I believe the economy remains resilient elevating inflation into next - dispelling the soft landing scenario. However in the next 3-6 months, I can envision a weaker Dollar and all that comes with it.   Supporting Charts will be posted below."
2023-10-23 23:41:41,https://www.tradingview.com/chart/chart/SPY/nYqJUjsU-SPY-410-Target-Now-Confirmed/,"Traders,   A couple of weeks ago you'll remember I expected a bounce off of our 200 day SMA which coincides with the bottom of my channel, making a strong area of confluence and support. But I wasn't sure if that was the end of our drop? Turns out, after testing the underside of our neckline for a patent classic retest, we have now broken below the 200 day SMA and channel. Tomorrow will provide confirmation. As of now, I will say that our $410 target down is certainly in play. And look how it coincides with the RSI! We should hit 410 right about the time the RSI is also finding its support on our long-trending touch and go.   Best,   Stew"
2023-10-23 19:26:23,https://www.tradingview.com/chart/chart/AAPL/5wmccMel-AAPL-Bear-Swings-Forecast/,"AAPL looks like it might be setting up a break.   For a break I'd want to see 155 hitting at least.  Maybe some bounce in this area to 165 and then from there us trading around 150.   If these swings hit, I think we'll rally off them. I'm probably a buyer at 150 - but I think we'll have seen a break.   It may take multiple months to set up after, but I think this would signal AAPL entering a bear market."
2023-10-23 20:08:24,https://www.tradingview.com/chart/chart/NVO/UDLZ2Rha-another-bull-flag-setup-on-NVO/,NVO carries my best trade of the year on the last bull-flag setup. This stock appears to be unstoppable even at over a 400 billion dollar market cap.
2023-10-23 20:51:24,https://www.tradingview.com/chart/chart/DIS/uigm9Awi-Long-DIS-might-regret/,"DIS   might be oversold, at least in the near term. It has been selling off at a parabolic rate for over 2 years (starting Mar '21), but has recently shown signs of a bottom.   Signs of bottom (maybe!):   - Price has been declining at a parabolic rate for years but Weekly RSI seems like it might be showing a weak trend reversal starting around June '22   - Price might close above both TK lines on the Daily   - Possible Weekly TK clamp?   - Price has reached peak bottom COVID crash in 03/2020, potential support?   Reasons I'm wrong:   - The Weekly cloud looks...not great   - Price is below a sizable chunk of volume per VPVR, next support not showing until $68 (seems bad)   Would be bad if:   - A close below $78 on a Daily candle, and especially a Weekly   - Weekly RSI breaking down from wedge to LLs   Would be good if:   - Break parabolic downtrend on Weekly (close above $85)   - Continuing strength in Weekly RSI   - Bullish TK cross on the Daily   - Price trading above 50day MA   POSITION UPDATE:   Kid and I ape'd into a small position with an avg cost basis of $81.39."
2023-10-23 19:46:25,https://www.tradingview.com/chart/chart/RIOT/dgVrf2yx-More-zoomed-in-and-more-updates-on-riot/,A closeup with more resistance levels drawn on the call setup
2023-10-23 19:41:31,https://www.tradingview.com/chart/chart/RSP/ctHzbhbl-SPX-Balance-of-Power/,"Not all is equal. And nothing is static.   Entropy is the foundation of our world, and it is the bane of a rich man's existence.   You collect in one spot, then nature comes up and spreads your work around.   Entropy is the unbeatable power of justice. In the end entropy always wins.   One has limited amount of time to temporary evade it.   Panta Rhei - Heraclitus   Everything flows. Money just like water, tends to move around. It is what it is meant to do.   Rich men need poor ones to collect from. In the end, there is nothing else to collect from the poorer ones. But the cycle must continue. No rich man could ever possibly give out wealth for free. Instead, they let nature do its trick and rebalance things.   I will now try to make a rough model of the changes in markets. Divide markets in distinct periods so as to have a better understanding on the progress of a bull market.   Energy Conservation   Money and entropy tend to spread out. When the stock market was ""invented"", few had the stocks and many had the money. Trading is a way to manipulate entropy to our advantage. We let nature spread what we don't need, and as a repayment we accumulate what we need. The stock market is like a   free energy machine   .   The invention of the stock market resulted in a massive wealth transfer, and ended with a painful crash; The Great Depression. The peak of the Roaring '20s was the peak of wealth accumulation from the few.   In the post-Great-Depression economy, money spread out again. From the few to the many.   In these decades, DJI (the big 30) stagnated while SPX (the 500) progressively got stronger.   But the big-30 had an ace up their sleve.   In trading the game must always go on. There is always a way to get richer.   And so, commodities became the new place for wealth to accumulate to.   From all of the above we have come to realize that bubble tops come when the few have accumulated the maximum possible from the many. DJI/SPX measures oligarchy, while the inverse SPX/DJI measures democracy in the spread of wealth in stocks.   Many bubbles and many crashes have followed after the Great Depression. The .com bubble crash and the GFC are memorable to young and old alike. And they all exhibit the same base structure. It is all the same, with one crucial difference.   The 2020 economy is vastly different from the 1920 economy.   The role of SPX and DJI has changed in the last few decades. DJI used to represent the companies that shaped bubbles and SPX the ones that followed. Now NDX and SPX are the indices that represent fast growth while DJI has taken the role of the ""index of stability"".   The modern balance-of-power measure is the following:   SPX-equal-weight divided by SPX-market-cap.   www.tradingview.com/...ven-off-at-the-pass/   Since I couldn't find an SPX-equal-weight index in TradingView, I have constructed a similar chart using two ETFs, RSP and IVV. The RSP/IVV chart is a good analogue to the standard chart.   And so, where do we conclude?   After much analysis we can say the following in retrospect.   The 2008 bubble was quick but with big repercussions.   Money democracy shows signs of impeding financial weakness.   And as for the post-2009 Bull Market...   We realize that it progressively turns into a bubble. While there is no definitive way to ""normalize"" SPX, SPX/M2SL proves a good candidate for absolute SPX cost.   Yield rates tell many tales.   Usually yield rates increase as the wide economy needs them. Strong economies need a lot of money and they can withstand high yield rates. And contrary to popular belief, yield rates are   positively   correlated with yield rates. Now however, the wide economy refuses to absorb such high yield rates. High production cost and high rates can destabilize the economy.   Money Democracy is Positively Correlated to Yield Rates.   Now we witness the wide economy refuse to absorb these yields.   This has resulted in unprecedented wealth accumulation from the few.   Speculation Chart:   While this type of analysis is subjective, it is interesting to see patterns repeat.   Composite Chart:   An experimental chart attempts to calculate the scale of the derivative bubble we are in.   We realize that equity prices are now lying. They are simply too inflated and riddled with derivatives to believe in.   All of that was quite complex to follow through, and even harder to make a conclusion.   In the end, the simplest analysis might be the best.   A massive bearish upward channel has formed. Now price has rejected once again off the ceiling. The real recession may have not even started yet...   Tread lightly, for this is hallowed ground.   -Father Grigori   Bonus Charts:   Have we reached a golden ceiling?"
2023-10-23 17:34:16,https://www.tradingview.com/chart/chart/MSFT/3an2zjGD-consolidation-faze-for-Microsoft/,"MSFT recently broke bullish trend support and entered consolidation faze  now its time to wait and react instead of pulling trigger too early    break below 310.88 and downside to 287-246 is likely    break past 341.44 and push to resistance zone/new all time highs is likely     last chart from me today, boost and follow for more! see you soon "
2023-10-23 20:16:34,https://www.tradingview.com/chart/chart/AVUV/1OQ3Qf85-AVUV-back-to-march-2021-levels-for-a-dca/,"AVUV is my favorite small cap value etf/index. I keep this in my HODL account with VTSAX, most of my profits go into these two. I am finding this bottom range of the bouncing asset class attractive for a dca."
2023-10-23 17:36:21,https://www.tradingview.com/chart/chart/SQQQ/XbMFlv2V-Monthly-bullish-butterfly/,"This might be a huge bullish butterfly that's been building up for a long time.   If it is, the move out of the low would be explosive.   A move of this scale would usually be news related."
2023-10-23 17:30:10,https://www.tradingview.com/chart/chart/WOLF/Ty44d1q9-can-it-break-resistance/,"clearly approaching strong resistance area, I would not long unless we broke 129.09, after that we can see a rally to 161-265"
2023-10-23 19:24:33,https://www.tradingview.com/chart/chart/TQQQ/02BYAQvJ-Textbook-Bearish-Butterfly/,Really nice example of a potential butterfly correction pattern.   D leg forming with ABCD inside of it.   Super parabolic into the PRZ.   Classic bear engulfing candles in the PRZ.   Usually when the harmonic is working here this slams really hard off the retest.
2023-10-23 17:20:36,https://www.tradingview.com/chart/chart/MSTR/Pxupb1XI-MSTR-holding-more-than-150-000Btc/,"MicroStrategy MSTR   If BTC SPOT ETF Approved!   This stock will benefit.   Because They holding more than 150,000Btc.   technical chart looking GOOD.   BreakOut and throwback weekly chart.   #MMRRSL   #BearFaceTrader"
2023-10-23 17:12:51,https://www.tradingview.com/chart/chart/COIN/k9QBjSdm-COIN-Long-to-the-Moon/,Coinbase(COIN) LONG   If BTC SPOT ETF Approved!   This stock will benefit.   Because institutional need to buy BTC from COINBASE PRIME.   AND You know what to do!   technical chart looking GOOD.   #MMRRSL #BearFaceTrader
2023-10-23 17:42:25,https://www.tradingview.com/chart/chart/TSLA/Na6n4dbk-TESLA-BULLISH/,Tesla has experienced a significant drop in price and based on deeper analysis is expected to return to the 240 level over the next short period of time. Bullish forecast shorter term until 235-240 level is filled.
2023-10-23 16:01:42,https://www.tradingview.com/chart/chart/BAND/DRPiBLH5-My-Favorite-AI-Play-Bandwidth-BAND/,"Bandwidth (BAND) is my favorite AI play right now.   The chart looks really bad! I get it. Today, it trades for below even its IPO price.   But the reason why I think it's an AI play ready to double, possibly triple, is a fundamental reason that I'll explain in this post.   First of all, let me state something very interesting about Bandwidth - today it's one of the worst performing stocks in the entire market since 2020 and 2021. I don't entirely know why that's the case, but I do think the market has overreacted.   Let me now get the bad news out of the way: when BAND's stock was flying high, management took out several large loans to expand faster and grow globally. Those gains are starting to be realized, but it's key to mention this as the debt profile is still somewhat high. The question now is: can they keep paying it off? They're on target to have little to no debt within the next few years.   Okay, so why is Bandwidth an AI play? To understand this you need to know that Bandwidth is essentially the connector for data that is transmitted over the web. Bandwidth's platform helps data, messages, voice calls, video calls, email, and more travel from Point A to Point B.   For example, when you make a call on Zoom or even Slack or Google Hangouts, it's highly likely your call is being routed over Bandwith's network. The point is, Bandwidth is the toll keeper, the train conductor, for most modern communications that are triggered at scale.   So how does AI fit into this?   That's where this gets good. All of these AI companies NEED a company to help deliver the information to their end consumer. If OpenAI creates a chatbot that works on text message or sends push notifications or can even speak over calls, Bandwidth will most likely be the resource that delivers that information from business to consumer.   What's even more interesting is call centers and the future of talking to call centers to get help or support. In one scenario, you upload all your most frequently asked questions, pair it with an AI service, and then let users call that AI service over the Bandwidth network and now an AI customer support agent is solving issues at scale.   This is just one example.   I could go on and on.   But that's my play!   I own a little Bandwidth and will be watching closely in the coming years."
2023-10-23 15:48:44,https://www.tradingview.com/chart/chart/TSLA/v3cyzyLj-Tesla-important-support-at-237/,"Tesla is forming a gartley pattern,   If it close below 237, it can get into a bear grip and can see 223/200/177"
2023-10-23 15:46:29,https://www.tradingview.com/chart/chart/TSLA/2qvuGDgO-tesla-next-move/,"tsla is want to repeat its previous pattren lets see how they play it out , go always with care"
2023-10-25 17:10:16,https://www.tradingview.com/chart/chart/TQQQ/HzT96jMK-TQQQ-Bullish-long-term/,"Buying now and taking profit at point ""1"".   It could go to point ""1.1"" else will retest point 2 and go to 3."
2023-10-25 17:06:01,https://www.tradingview.com/chart/chart/NOW/GLxnWUUh-Earnings-AMC/,"Earnings today.   Descending triangle which is neutral until broken.   Top line slopes down and bottom line is support and virtually flat.   Rectangle, another neutral pattern, is also noted. Top line of rectangle is 614.36.   No recommendation.   ServiceNow, Inc. provides enterprise cloud computing solutions that defines, structures, consolidates, manages, and automates services for enterprises worldwide. The company operates the Now platform for workflow automation, artificial intelligence, machine learning, robotic process automation, process mining, performance analytics, electronic service catalogs and portals, configuration management systems, data benchmarking, encryption, and collaboration and development tools. It also provides information technology (IT) service management applications; IT service management product suite for enterprises employees, customers, and partners; strategic portfolio management product suite; IT operations management product that connects a customers physical and cloud-based IT infrastructure; IT asset management; and security operations that connects with internal and third party. In addition, the company offers integrated risk management product to manage risk and resilience; environmental, social and governance management product; human resources, legal, and workplace service delivery products; safe workplace suite products; customer service management product; and field service management applications. Further, it provides App Engine product; Automation Engine enables application to extend workflows; platform privacy and security product; procurement operations management suite; and professional and customer support services. The company serves government, financial services, healthcare, telecommunications, manufacturing, IT services, technology, oil and gas, education, and consumer products through direct sales team and resale partners. It has a strategic partnership with Celonis to help customers identify and prioritize processes that are suitable for automation. The company was formerly known as Service-now.com and changed its name to ServiceNow, Inc. in May 2012. The company was founded in 2004 and is headquartered in Santa Clara, California."
2023-10-25 16:52:40,https://www.tradingview.com/chart/chart/TSLA/cDt4R94Q-TSLA-is-very-susceptible-to-QT-and-recession/,"Gross margin is the difference between a company's revenue and its cost of goods sold (COGS). It's expressed as a percentage of sales.   Tesla has lowered its product sales price 5 times in 2023, as of October 25, 2023.   Here is a timeline of Tesla's price cuts in 2023:   January 19: Tesla lowered the price of the Model 3 and Model Y by $1,000 each.   March 7: Tesla lowered the price of the Model 3 and Model Y by an additional $2,000 each.   April 7: Tesla lowered the price of the Model S and Model X by $5,000 each.   August 4: Tesla lowered the price of the Model 3 and Model Y by an additional $3,000 each.   October 5: Tesla lowered the price of the Model 3 and Model Y again, with the Model 3 now starting at $42,990 and the Model Y starting at $52,990.   all these leads to lower revenue:   These price cuts have made Tesla's vehicles more affordable and accessible to consumers. They have also helped Tesla to maintain its market leadership position in the electric vehicle market.   Tesla (TSLA) would be particularly vulnerable to a combination of quantitative tightening (QT) and recession. QT is the process of the Federal Reserve reducing the size of its balance sheet, which means selling bonds and other assets. This can lead to higher interest rates and tighter financial conditions, which can hurt demand for big-ticket items like electric vehicles.   A recession would also be a major blow to Tesla, as consumers would likely tighten their spending and delay or cancel purchases of new cars. In addition, Tesla is still ramping up production at its new factories in Texas and Germany, and a recession could make it more difficult to meet its production targets.   Here are some specific ways in which a combination of QT and recession could hurt Tesla:   Higher interest rates would make it more expensive for consumers to finance Tesla vehicles. Tesla has relied on strong leasing demand to drive sales growth, but this could be hit hard if interest rates rise significantly.   Tighter financial conditions could make it more difficult for Tesla to raise capital. Tesla has ambitious plans to expand its production capacity and product lineup, but it will need to raise a significant amount of money to do so. If financial conditions tighten, it could be more difficult and expensive for Tesla to borrow money.   A recession would lead to lower demand for Tesla vehicles. Tesla vehicles are still relatively expensive, so consumers are more likely to delay or cancel purchases of a Tesla if they are facing financial difficulties.   A recession could disrupt Tesla's supply chain. Tesla relies on a global network of suppliers for its components. A recession could lead to disruptions in this supply chain, which could make it difficult for Tesla to produce vehicles.   Overall, a combination of QT and recession would be a major challenge for Tesla. The company would need to find ways to reduce costs, increase demand, and secure financing in order to weather the storm.   If you think Cathie Wood's prediction will be right, look at this:   Conclusion:   TSLA could go down to pre-pandemic level by the end of 2024"
